experiment,params_changed,replication_id,seed,wall_clock_ms,avg_customer_wait_h,avg_advisor_wait_h,avg_queue_delay_h,avg_parts_delay_h,avg_service_time_h,shop_tech_util,shop_bay_util,jobs_completed,analytical_rho,analytical_wq_h,util_rel_error,wq_rel_error,validation_ok
scenario_understaffed,"technicians=2,advisors=1",9,50,0,0.386785,0.025756,0.012878,0.056965,0.291187,0.465899,0.465899,32,1.000000,Infinity,0.534101,NaN,false
scenario_understaffed,"technicians=2,advisors=1",10,51,0,1.032756,0.062400,0.569043,0.018191,0.383122,0.689620,0.689620,36,1.000000,Infinity,0.310380,NaN,false
scenario_understaffed,"technicians=2,advisors=1",11,52,0,0.504117,0.053096,0.121317,0.033151,0.296552,0.607933,0.607933,41,1.000000,Infinity,0.392067,NaN,false
scenario_understaffed,"technicians=2,advisors=1",12,53,0,0.567272,0.055168,0.172631,0.051594,0.287880,0.647729,0.647729,45,1.000000,Infinity,0.352271,NaN,false
scenario_understaffed,"technicians=2,advisors=1",13,54,0,0.487460,0.050699,0.123345,0.000000,0.313416,0.720857,0.720857,46,1.000000,Infinity,0.279143,NaN,false
scenario_understaffed,"technicians=2,advisors=1",14,55,0,0.497728,0.058964,0.156099,0.000000,0.282664,0.706661,0.706661,50,1.000000,Infinity,0.293339,NaN,false
scenario_understaffed,"technicians=2,advisors=1",15,56,0,0.918813,0.051490,0.440626,0.000000,0.426697,0.832059,0.832059,39,1.000000,Infinity,0.167941,NaN,false
scenario_understaffed,"technicians=2,advisors=1",16,57,0,0.691888,0.050372,0.295666,0.018819,0.327031,0.752172,0.752172,46,1.000000,Infinity,0.247828,NaN,false
scenario_understaffed,"technicians=2,advisors=1",17,58,0,0.455690,0.017410,0.060311,0.008068,0.369901,0.702812,0.702812,38,1.000000,Infinity,0.297188,NaN,false
scenario_understaffed,"technicians=2,advisors=1",18,59,0,0.441643,0.022481,0.080860,0.000000,0.338302,0.558199,0.558199,33,1.000000,Infinity,0.441801,NaN,false
scenario_understaffed,"technicians=2,advisors=1",19,60,0,0.442260,0.013962,0.060152,0.091327,0.276818,0.387546,0.387546,28,1.000000,Infinity,0.612454,NaN,false
scenario_understaffed,"technicians=2,advisors=1",20,61,0,1.076065,0.052810,0.645391,0.000000,0.377864,0.831302,0.831302,44,1.000000,Infinity,0.168698,NaN,false
scenario_understaffed,"technicians=2,advisors=1",21,62,0,0.416867,0.025221,0.098824,0.000000,0.292822,0.527080,0.527080,36,1.000000,Infinity,0.472920,NaN,false
scenario_understaffed,"technicians=2,advisors=1",22,63,0,0.419891,0.072127,0.083052,0.000000,0.264712,0.529424,0.529424,40,1.000000,Infinity,0.470576,NaN,false
scenario_understaffed,"technicians=2,advisors=1",23,64,0,0.591742,0.053696,0.212086,0.000000,0.325960,0.586728,0.586728,36,1.000000,Infinity,0.413272,NaN,false
scenario_understaffed,"technicians=2,advisors=1",24,65,0,1.088874,0.139328,0.556822,0.001752,0.390972,0.821041,0.821041,42,1.000000,Infinity,0.178959,NaN,false
scenario_understaffed,"technicians=2,advisors=1",25,66,0,0.462379,0.040302,0.050303,0.045971,0.325803,0.537575,0.537575,33,1.000000,Infinity,0.462425,NaN,false
scenario_understaffed,"technicians=2,advisors=1",26,67,0,0.360553,0.019072,0.017798,0.061909,0.261774,0.510460,0.510460,39,1.000000,Infinity,0.489540,NaN,false
scenario_understaffed,"technicians=2,advisors=1",27,68,0,0.333133,0.018017,0.010765,0.034256,0.270095,0.445657,0.445657,33,1.000000,Infinity,0.554343,NaN,false
scenario_understaffed,"technicians=2,advisors=1",28,69,0,0.456813,0.020256,0.030338,0.053913,0.352307,0.651768,0.651768,37,1.000000,Infinity,0.348232,NaN,false
scenario_understaffed,"technicians=2,advisors=1",29,70,0,0.842461,0.031005,0.385889,0.031316,0.394250,0.847637,0.847637,43,1.000000,Infinity,0.152363,NaN,false
scenario_understaffed,"technicians=2,advisors=1",30,71,0,0.411792,0.012137,0.020741,0.053718,0.325197,0.585354,0.585354,36,1.000000,Infinity,0.414646,NaN,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",1,42,0,0.956971,0.000000,0.059665,0.565465,0.331841,0.453516,0.453516,41,0.666667,0.222222,0.319726,0.731507,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",2,43,0,1.428236,0.000000,0.211674,0.881378,0.335185,0.513950,0.513950,46,0.666667,0.222222,0.229076,0.047467,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",3,44,1,0.994154,0.000000,0.026244,0.650943,0.316967,0.253574,0.253574,24,0.666667,0.222222,0.619639,0.881902,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",4,45,0,0.944581,0.000000,0.073256,0.451344,0.419980,0.545974,0.545974,39,0.666667,0.222222,0.181039,0.670346,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",5,46,0,2.072139,0.000000,0.043043,1.688141,0.340955,0.397781,0.397781,35,0.666667,0.222222,0.403328,0.806306,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",6,47,0,1.299234,0.000000,0.047721,0.966751,0.284762,0.313239,0.313239,33,0.666667,0.222222,0.530142,0.785257,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",7,48,0,1.269133,0.000000,0.034523,0.886678,0.347932,0.429116,0.429116,37,0.666667,0.222222,0.356326,0.844648,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",8,49,0,1.383761,0.000613,0.059099,0.976019,0.348030,0.522045,0.522045,45,0.666667,0.222222,0.216933,0.734054,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",9,50,0,1.242778,0.000000,0.017209,0.980937,0.244631,0.236477,0.236477,29,0.666667,0.222222,0.645285,0.922558,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",10,51,0,1.337969,0.000000,0.066215,0.859540,0.412214,0.577100,0.577100,42,0.666667,0.222222,0.134350,0.702034,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",11,52,0,0.675943,0.000000,0.063723,0.287706,0.324514,0.400234,0.400234,37,0.666667,0.222222,0.399650,0.713248,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",12,53,0,0.820307,0.000000,0.027381,0.489088,0.303838,0.364605,0.364605,36,0.666667,0.222222,0.453092,0.876784,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",13,54,0,1.700727,0.000000,0.088297,1.250208,0.362222,0.446741,0.446741,37,0.666667,0.222222,0.329888,0.602662,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",14,55,0,0.478241,0.000000,0.028346,0.178514,0.271381,0.370887,0.370887,41,0.666667,0.222222,0.443670,0.872442,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",15,56,0,1.973795,0.000000,0.134491,1.450635,0.388669,0.634826,0.634826,49,0.666667,0.222222,0.047761,0.394791,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",16,57,0,1.230026,0.000000,0.043587,0.788126,0.398312,0.398312,0.398312,30,0.666667,0.222222,0.402532,0.803856,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",17,58,0,1.494135,0.000000,0.041843,1.081451,0.370840,0.519177,0.519177,42,0.666667,0.222222,0.221235,0.811705,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",18,59,0,0.335526,0.000000,0.003091,0.011486,0.320948,0.363741,0.363741,34,0.666667,0.222222,0.454389,0.986090,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",19,60,0,2.725600,0.000000,0.033885,2.369063,0.322653,0.397939,0.397939,37,0.666667,0.222222,0.403092,0.847519,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",20,61,0,1.277611,0.001211,0.210189,0.746389,0.319822,0.469072,0.469072,44,0.666667,0.222222,0.296392,0.054149,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",21,62,0,0.834036,0.000000,0.004476,0.489930,0.339630,0.339630,0.339630,30,0.666667,0.222222,0.490554,0.979858,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",22,63,0,1.344975,0.000000,0.074354,1.030677,0.239944,0.375913,0.375913,47,0.666667,0.222222,0.436131,0.665408,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",23,64,0,0.663762,0.000000,0.057996,0.244729,0.361037,0.541555,0.541555,45,0.666667,0.222222,0.187667,0.739019,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",24,65,0,1.482790,0.000000,0.056527,1.022691,0.403572,0.457382,0.457382,34,0.666667,0.222222,0.313927,0.745630,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",25,66,0,1.151852,0.000000,0.066762,0.746125,0.338965,0.440654,0.440654,39,0.666667,0.222222,0.339019,0.699570,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",26,67,0,1.245964,0.002024,0.034831,0.933348,0.275762,0.376875,0.376875,41,0.666667,0.222222,0.434688,0.843262,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",27,68,0,0.928422,0.000000,0.024136,0.617697,0.286589,0.343907,0.343907,36,0.666667,0.222222,0.484140,0.891389,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",28,69,0,2.934377,0.000000,0.050009,2.514643,0.369726,0.443671,0.443671,36,0.666667,0.222222,0.334494,0.774959,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",29,70,0,1.113275,0.000000,0.171745,0.494315,0.447215,0.491936,0.491936,33,0.666667,0.222222,0.262096,0.227147,false
scenario_parts_stress,"lead=4,reorder=2,initialQty=5",30,71,0,0.785245,0.000000,0.027732,0.434814,0.322699,0.419509,0.419509,39,0.666667,0.222222,0.370737,0.875206,false
scenario_ideal_capacity,"technicians=5,advisors=6",1,42,1,0.401263,0.000000,0.000890,0.024467,0.375906,0.323279,0.323279,43,0.400000,0.009950,0.191802,0.910584,false
scenario_ideal_capacity,"technicians=5,advisors=6",2,43,1,0.356203,0.000000,0.000000,0.051564,0.304639,0.231526,0.231526,38,0.400000,0.009950,0.421186,1.000000,false
scenario_ideal_capacity,"technicians=5,advisors=6",3,44,1,0.318203,0.000000,0.000384,0.000000,0.317819,0.222473,0.222473,35,0.400000,0.009950,0.443817,0.961416,false
scenario_ideal_capacity,"technicians=5,advisors=6",4,45,0,0.380819,0.000000,0.000000,0.000000,0.380819,0.251341,0.251341,33,0.400000,0.009950,0.371648,1.000000,false
scenario_ideal_capacity,"technicians=5,advisors=6",5,46,0,0.345056,0.000000,0.000000,0.000000,0.345056,0.310551,0.310551,45,0.400000,0.009950,0.223624,1.000000,false
scenario_ideal_capacity,"technicians=5,advisors=6",6,47,0,0.340718,0.000000,0.000113,0.001153,0.339452,0.285140,0.285140,42,0.400000,0.009950,0.287151,0.988640,false
scenario_ideal_capacity,"technicians=5,advisors=6",7,48,0,0.338927,0.000000,0.000000,0.000000,0.338927,0.216913,0.216913,32,0.400000,0.009950,0.457718,1.000000,false
scenario_ideal_capacity,"technicians=5,advisors=6",8,49,0,0.345828,0.000000,0.000000,0.000000,0.345828,0.214413,0.214413,31,0.400000,0.009950,0.463967,1.000000,false
scenario_ideal_capacity,"technicians=5,advisors=6",9,50,0,0.336503,0.000000,0.000000,0.002233,0.334271,0.227304,0.227304,34,0.400000,0.009950,0.431740,1.000000,false
scenario_ideal_capacity,"technicians=5,advisors=6",10,51,0,0.371646,0.000000,0.000000,0.000000,0.371646,0.319616,0.319616,43,0.400000,0.009950,0.200960,1.000000,false
scenario_ideal_capacity,"technicians=5,advisors=6",11,52,0,0.315136,0.000000,0.000000,0.000000,0.315136,0.214292,0.214292,34,0.400000,0.009950,0.464269,1.000000,false
scenario_ideal_capacity,"technicians=5,advisors=6",12,53,0,0.340606,0.000000,0.000000,0.005222,0.335384,0.268307,0.268307,40,0.400000,0.009950,0.329232,1.000000,false
scenario_ideal_capacity,"technicians=5,advisors=6",13,54,0,0.385779,0.000000,0.000000,0.013662,0.372117,0.357233,0.357233,48,0.400000,0.009950,0.106918,1.000000,false
scenario_ideal_capacity,"technicians=5,advisors=6",14,55,0,0.278200,0.000000,0.000476,0.006059,0.271665,0.244498,0.244498,45,0.400000,0.009950,0.388754,0.952119,false
scenario_ideal_capacity,"technicians=5,advisors=6",15,56,0,0.357775,0.000000,0.000000,0.017086,0.340689,0.292993,0.292993,43,0.400000,0.009950,0.267518,1.000000,false
scenario_ideal_capacity,"technicians=5,advisors=6",16,57,0,0.416849,0.000000,0.007126,0.000000,0.409723,0.327778,0.327778,40,0.400000,0.009950,0.180555,0.283843,false
scenario_ideal_capacity,"technicians=5,advisors=6",17,58,0,0.337466,0.000000,0.000277,0.000000,0.337189,0.283239,0.283239,42,0.400000,0.009950,0.291904,0.972139,false
scenario_ideal_capacity,"technicians=5,advisors=6",18,59,0,0.303490,0.000000,0.002822,0.004284,0.296384,0.225252,0.225252,38,0.400000,0.009950,0.436870,0.716357,false
scenario_ideal_capacity,"technicians=5,advisors=6",19,60,0,0.367315,0.000000,0.000823,0.035421,0.331070,0.238370,0.238370,36,0.400000,0.009950,0.404074,0.917255,false
scenario_ideal_capacity,"technicians=5,advisors=6",20,61,0,0.350474,0.000000,0.001950,0.000000,0.348524,0.334583,0.334583,48,0.400000,0.009950,0.163542,0.803983,false
scenario_ideal_capacity,"technicians=5,advisors=6",21,62,0,0.333241,0.000000,0.000000,0.000000,0.333241,0.186615,0.186615,28,0.400000,0.009950,0.533463,1.000000,false
scenario_ideal_capacity,"technicians=5,advisors=6",22,63,0,0.267573,0.000000,0.000000,0.000000,0.267573,0.219410,0.219410,41,0.400000,0.009950,0.451475,1.000000,false
scenario_ideal_capacity,"technicians=5,advisors=6",23,64,0,0.321872,0.000000,0.000000,0.000000,0.321872,0.212435,0.212435,33,0.400000,0.009950,0.468911,1.000000,false
scenario_ideal_capacity,"technicians=5,advisors=6",24,65,0,0.392519,0.000000,0.000952,0.010573,0.380995,0.365755,0.365755,48,0.400000,0.009950,0.085613,0.904365,false
scenario_ideal_capacity,"technicians=5,advisors=6",25,66,0,0.339633,0.000000,0.000000,0.000000,0.339633,0.278499,0.278499,41,0.400000,0.009950,0.303753,1.000000,false
scenario_ideal_capacity,"technicians=5,advisors=6",26,67,0,0.359744,0.000000,0.000000,0.040968,0.318776,0.223143,0.223143,35,0.400000,0.009950,0.442141,1.000000,false
scenario_ideal_capacity,"technicians=5,advisors=6",27,68,0,0.479762,0.000000,0.002406,0.168930,0.308426,0.215898,0.215898,35,0.400000,0.009950,0.460255,0.758214,false
scenario_ideal_capacity,"technicians=5,advisors=6",28,69,0,0.471076,0.000000,0.000000,0.088078,0.382998,0.298738,0.298738,39,0.400000,0.009950,0.253154,1.000000,false
scenario_ideal_capacity,"technicians=5,advisors=6",29,70,0,0.420393,0.000000,0.000000,0.016912,0.403481,0.234019,0.234019,29,0.400000,0.009950,0.414953,1.000000,false
scenario_ideal_capacity,"technicians=5,advisors=6",30,71,0,0.315485,0.000000,0.002303,0.001833,0.311348,0.286440,0.286440,46,0.400000,0.009950,0.283899,0.768501,false
val_extreme_low_arrival,arrivalRate=0.1,1,42,0,0.541177,0.000000,0.000000,0.000000,0.541177,0.054118,0.054118,2,0.016667,0.000003,2.247060,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,2,43,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.016667,0.000003,1.000000,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,3,44,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.016667,0.000003,1.000000,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,4,45,0,0.499650,0.000000,0.000000,0.000000,0.499650,0.049965,0.049965,1,0.016667,0.000003,1.997903,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,5,46,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.016667,0.000003,1.000000,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,6,47,0,0.112360,0.000000,0.000000,0.000000,0.112360,0.011236,0.011236,1,0.016667,0.000003,0.325839,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,7,48,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.016667,0.000003,1.000000,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,8,49,0,0.302831,0.000000,0.000000,0.000000,0.302831,0.030283,0.030283,1,0.016667,0.000003,0.816983,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,9,50,0,0.349028,0.000000,0.000000,0.000000,0.349028,0.034903,0.034903,1,0.016667,0.000003,1.094167,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,10,51,0,0.262212,0.000000,0.000000,0.000000,0.262212,0.026221,0.026221,1,0.016667,0.000003,0.573269,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,11,52,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.016667,0.000003,1.000000,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,12,53,0,0.299632,0.000000,0.000000,0.000000,0.299632,0.029963,0.029963,2,0.016667,0.000003,0.797789,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,13,54,0,0.244712,0.000000,0.000000,0.000000,0.244712,0.024471,0.024471,1,0.016667,0.000003,0.468274,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,14,55,0,0.786177,0.000000,0.000000,0.000000,0.786177,0.078618,0.078618,1,0.016667,0.000003,3.717065,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,15,56,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.016667,0.000003,1.000000,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,16,57,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.016667,0.000003,1.000000,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,17,58,0,0.347538,0.000000,0.000000,0.000000,0.347538,0.057923,0.057923,5,0.016667,0.000003,2.475384,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,18,59,0,0.199473,0.000000,0.000000,0.000000,0.199473,0.019947,0.019947,2,0.016667,0.000003,0.196840,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,19,60,0,0.204082,0.000000,0.000000,0.000000,0.204082,0.020408,0.020408,1,0.016667,0.000003,0.224491,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,20,61,0,0.561649,0.000000,0.000000,0.000000,0.561649,0.056165,0.056165,1,0.016667,0.000003,2.369896,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,21,62,0,0.425959,0.000000,0.000000,0.000000,0.425959,0.042596,0.042596,1,0.016667,0.000003,1.555754,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,22,63,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.016667,0.000003,1.000000,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,23,64,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.016667,0.000003,1.000000,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,24,65,0,0.449399,0.000000,0.000000,0.000000,0.449399,0.044940,0.044940,1,0.016667,0.000003,1.696394,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,25,66,0,0.158406,0.000000,0.000000,0.000000,0.158406,0.015841,0.015841,1,0.016667,0.000003,0.049565,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,26,67,0,0.243105,0.000000,0.000000,0.000000,0.243105,0.024310,0.024310,2,0.016667,0.000003,0.458628,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,27,68,0,0.289962,0.000000,0.000000,0.000000,0.289962,0.028996,0.028996,1,0.016667,0.000003,0.739774,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,28,69,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.016667,0.000003,1.000000,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,29,70,0,0.177223,0.000000,0.000000,0.000000,0.177223,0.017722,0.017722,1,0.016667,0.000003,0.063338,1.000000,false
val_extreme_low_arrival,arrivalRate=0.1,30,71,0,0.371563,0.000000,0.000000,0.000000,0.371563,0.037156,0.037156,2,0.016667,0.000003,1.229380,1.000000,false
val_extreme_overload,arrivalRate=20,1,42,5,7.081052,0.013306,6.667293,0.054957,0.345496,2.326343,2.326343,202,3.333333,Infinity,0.302097,NaN,false
val_extreme_overload,arrivalRate=20,2,43,3,5.272109,0.046541,4.877700,0.035569,0.312298,1.894605,1.894605,182,3.333333,Infinity,0.431619,NaN,false
val_extreme_overload,arrivalRate=20,3,44,2,6.006970,0.007529,5.291101,0.351580,0.356759,2.152448,2.152448,181,3.333333,Infinity,0.354266,NaN,false
val_extreme_overload,arrivalRate=20,4,45,2,6.491328,0.013867,5.702095,0.439621,0.335746,2.182346,2.182346,195,3.333333,Infinity,0.345296,NaN,false
val_extreme_overload,arrivalRate=20,5,46,1,5.497007,0.002634,5.072825,0.089275,0.332272,2.115463,2.115463,191,3.333333,Infinity,0.365361,NaN,false
val_extreme_overload,arrivalRate=20,6,47,1,5.465032,0.004527,5.007987,0.150841,0.301677,1.900563,1.900563,189,3.333333,Infinity,0.429831,NaN,false
val_extreme_overload,arrivalRate=20,7,48,2,5.612910,0.009299,5.102368,0.193106,0.308137,2.023434,2.023434,197,3.333333,Infinity,0.392970,NaN,false
val_extreme_overload,arrivalRate=20,8,49,3,9.055978,0.013828,8.624362,0.056978,0.360810,2.742159,2.742159,228,3.333333,Infinity,0.177352,NaN,false
val_extreme_overload,arrivalRate=20,9,50,3,5.469548,0.007971,5.108131,0.049528,0.303918,1.945072,1.945072,192,3.333333,Infinity,0.416478,NaN,false
val_extreme_overload,arrivalRate=20,10,51,2,6.511006,0.030360,6.121563,0.011794,0.347289,2.234225,2.234225,193,3.333333,Infinity,0.329732,NaN,false
val_extreme_overload,arrivalRate=20,11,52,1,4.387055,0.007472,4.095156,0.001215,0.283212,1.774796,1.774796,188,3.333333,Infinity,0.467561,NaN,false
val_extreme_overload,arrivalRate=20,12,53,1,4.859542,0.021160,4.277975,0.272353,0.288055,1.939569,1.939569,202,3.333333,Infinity,0.418129,NaN,false
val_extreme_overload,arrivalRate=20,13,54,1,5.778009,0.010856,5.325856,0.114859,0.326439,2.013038,2.013038,185,3.333333,Infinity,0.396089,NaN,false
val_extreme_overload,arrivalRate=20,14,55,1,3.828198,0.005626,3.499587,0.058219,0.264767,1.650379,1.650379,187,3.333333,Infinity,0.504886,NaN,false
val_extreme_overload,arrivalRate=20,15,56,2,7.979887,0.030655,7.540041,0.057351,0.351839,2.404232,2.404232,205,3.333333,Infinity,0.278730,NaN,false
val_extreme_overload,arrivalRate=20,16,57,1,5.872019,0.009644,5.473001,0.051185,0.338188,2.108041,2.108041,187,3.333333,Infinity,0.367588,NaN,false
val_extreme_overload,arrivalRate=20,17,58,1,6.590901,0.018501,6.196399,0.035418,0.340582,2.168375,2.168375,191,3.333333,Infinity,0.349488,NaN,false
val_extreme_overload,arrivalRate=20,18,59,1,5.281734,0.006013,4.916185,0.038806,0.320731,1.967148,1.967148,184,3.333333,Infinity,0.409856,NaN,false
val_extreme_overload,arrivalRate=20,19,60,2,5.991984,0.015303,5.492113,0.179090,0.305478,2.016152,2.016152,198,3.333333,Infinity,0.395154,NaN,false
val_extreme_overload,arrivalRate=20,20,61,1,4.973056,0.022703,4.635341,0.005564,0.309447,1.980462,1.980462,192,3.333333,Infinity,0.405861,NaN,false
val_extreme_overload,arrivalRate=20,21,62,1,5.368822,0.014940,4.959110,0.057131,0.337642,1.980831,1.980831,176,3.333333,Infinity,0.405751,NaN,false
val_extreme_overload,arrivalRate=20,22,63,2,4.849994,0.025870,4.333373,0.237190,0.253561,1.825637,1.825637,216,3.333333,Infinity,0.452309,NaN,false
val_extreme_overload,arrivalRate=20,23,64,2,8.195501,0.035381,7.768050,0.057637,0.334432,2.485945,2.485945,223,3.333333,Infinity,0.254216,NaN,false
val_extreme_overload,arrivalRate=20,24,65,2,8.641456,0.004388,8.201669,0.030083,0.405316,2.661573,2.661573,197,3.333333,Infinity,0.201528,NaN,false
val_extreme_overload,arrivalRate=20,25,66,2,4.916487,0.007276,4.398187,0.203997,0.307027,1.883099,1.883099,184,3.333333,Infinity,0.435070,NaN,false
val_extreme_overload,arrivalRate=20,26,67,3,6.561135,0.017042,5.956352,0.281596,0.306145,2.224651,2.224651,218,3.333333,Infinity,0.332605,NaN,false
val_extreme_overload,arrivalRate=20,27,68,2,4.251191,0.014899,3.778972,0.192449,0.264871,1.739320,1.739320,197,3.333333,Infinity,0.478204,NaN,false
val_extreme_overload,arrivalRate=20,28,69,1,6.016501,0.031765,5.398409,0.263424,0.322903,2.066581,2.066581,192,3.333333,Infinity,0.380026,NaN,false
val_extreme_overload,arrivalRate=20,29,70,1,8.156045,0.024599,7.707669,0.041992,0.381785,2.417972,2.417972,190,3.333333,Infinity,0.274608,NaN,false
val_extreme_overload,arrivalRate=20,30,71,1,4.964202,0.006234,4.563203,0.094497,0.300268,1.881682,1.881682,188,3.333333,Infinity,0.435495,NaN,false
val_extreme_one_tech,technicianCount=1,1,42,0,5.510817,0.000002,5.078465,0.000000,0.432349,1.859102,1.859102,43,2.000000,Infinity,0.070449,NaN,false
val_extreme_one_tech,technicianCount=1,2,43,0,1.416236,0.000000,1.101847,0.037762,0.276628,1.078847,1.078847,39,2.000000,Infinity,0.460576,NaN,false
val_extreme_one_tech,technicianCount=1,3,44,0,1.868212,0.000000,1.519650,0.000000,0.348562,1.080542,1.080542,31,2.000000,Infinity,0.459729,NaN,false
val_extreme_one_tech,technicianCount=1,4,45,0,0.501593,0.000000,0.244897,0.019150,0.237546,0.831411,0.831411,35,2.000000,Infinity,0.584295,NaN,false
val_extreme_one_tech,technicianCount=1,5,46,0,3.915784,0.000000,3.548123,0.010401,0.357260,1.643398,1.643398,46,2.000000,Infinity,0.178301,NaN,false
val_extreme_one_tech,technicianCount=1,6,47,0,1.819253,0.000000,1.565463,0.000000,0.253790,1.091296,1.091296,43,2.000000,Infinity,0.454352,NaN,false
val_extreme_one_tech,technicianCount=1,7,48,0,0.398777,0.000000,0.131956,0.000000,0.266822,0.880511,0.880511,33,2.000000,Infinity,0.559744,NaN,false
val_extreme_one_tech,technicianCount=1,8,49,0,1.011066,0.000000,0.713509,0.000000,0.297556,0.952181,0.952181,32,2.000000,Infinity,0.523910,NaN,false
val_extreme_one_tech,technicianCount=1,9,50,0,0.718019,0.000000,0.459070,0.000000,0.258949,0.854532,0.854532,33,2.000000,Infinity,0.572734,NaN,false
val_extreme_one_tech,technicianCount=1,10,51,0,4.727750,0.000000,4.308650,0.037473,0.381627,1.717323,1.717323,45,2.000000,Infinity,0.141339,NaN,false
val_extreme_one_tech,technicianCount=1,11,52,0,2.234418,0.000000,1.796453,0.000000,0.437965,1.489082,1.489082,34,2.000000,Infinity,0.255459,NaN,false
val_extreme_one_tech,technicianCount=1,12,53,0,2.229614,0.000000,1.919788,0.000000,0.309826,1.270286,1.270286,41,2.000000,Infinity,0.364857,NaN,false
val_extreme_one_tech,technicianCount=1,13,54,0,1.264677,0.000000,1.020447,0.000000,0.244230,1.172303,1.172303,48,2.000000,Infinity,0.413848,NaN,false
val_extreme_one_tech,technicianCount=1,14,55,0,2.718159,0.000000,2.391499,0.001791,0.324869,1.331964,1.331964,41,2.000000,Infinity,0.334018,NaN,false
val_extreme_one_tech,technicianCount=1,15,56,0,4.549493,0.000000,4.178257,0.000000,0.371236,1.596316,1.596316,43,2.000000,Infinity,0.201842,NaN,false
val_extreme_one_tech,technicianCount=1,16,57,0,1.635504,0.000000,1.338246,0.013128,0.284130,1.136521,1.136521,40,2.000000,Infinity,0.431739,NaN,false
